id,name,email,rfid_uid,phone_number,university_id,department_id,academic_year,current_semester,academic_status,id_card_image_url,approval_status,emergency_contact_phone,bio,personal_email,is_blacklisted,blacklist_reason,rejection_reason,rejected_at,rejected_by_id,approved_at,approved_by_id
279,Sherif Mansour,std.sherif279@student.edu.eg,RFID-000279,+201093625419,UNI-2024-0279,9,4,2,ACTIVE,,APPROVED,+201065625517,,,False,,,,,2025-09-05T00:00:00,1.0
280,Nesma Morsi,std.nesma280@student.edu.eg,RFID-000280,+201048398732,UNI-2024-0280,2,1,2,PROBATION,,APPROVED,+201145451818,,,False,,,,,2025-09-13T00:00:00,2.0
281,Eman Hamdy,std.eman281@student.edu.eg,RFID-000281,+201092979370,UNI-2024-0281,1,2,2,ACTIVE,,APPROVED,+201063122402,,,False,,,,,2025-09-29T00:00:00,2.0
282,Seif Ibrahim,std.seif282@student.edu.eg,RFID-000282,+201112715612,UNI-2022-0282,12,4,2,ACTIVE,,APPROVED,+201147627490,,,False,,,,,2025-09-27T00:00:00,2.0
283,Ibrahim Khalil,std.ibrahim283@student.edu.eg,RFID-000283,+201153066216,UNI-2022-0283,3,3,2,ACTIVE,,APPROVED,+201296644900,,,False,,,,,2025-09-03T00:00:00,1.0
284,Karim Abdallah,std.karim284@student.edu.eg,RFID-000284,+201117543817,UNI-2024-0284,12,4,1,ACTIVE,,APPROVED,+201051758234,,,False,,,,,2025-09-23T00:00:00,2.0
285,Layla Morsi,std.layla285@student.edu.eg,RFID-000285,+201017734634,UNI-2021-0285,1,2,1,DISMISSED,,APPROVED,+201116785951,,,False,,,,,2025-09-30T00:00:00,2.0
286,Hossam Mansour,std.hossam286@student.edu.eg,RFID-000286,+201226625933,UNI-2025-0286,6,4,1,ACTIVE,,APPROVED,+201059991642,,,False,,,,,2025-09-16T00:00:00,2.0
287,Aya Morsi,std.aya287@student.edu.eg,RFID-000287,+201122132198,UNI-2022-0287,9,3,1,ACTIVE,,APPROVED,+201116664050,,,False,,,,,2025-09-06T00:00:00,1.0
288,Nourhan Khalil,std.nourhan288@student.edu.eg,RFID-000288,+201178891441,UNI-2020-0288,11,2,1,REPEATER,,PENDING,+201127758896,,,False,,,,,,
289,Tarek Ismail,std.tarek289@student.edu.eg,RFID-000289,+201196267144,UNI-2022-0289,1,2,2,ACTIVE,,PENDING,+201156802956,,,False,,,,,,
290,Ziad Mohamed,std.ziad290@student.edu.eg,RFID-000290,+201263304911,UNI-2024-0290,8,3,1,ACTIVE,,APPROVED,+201078654208,,,False,,,,,2025-09-22T00:00:00,2.0
291,Nourhan Ismail,std.nourhan291@student.edu.eg,RFID-000291,+201074657836,UNI-2020-0291,10,3,2,ACTIVE,,REJECTED,+201195979171,,,False,,Incomplete documents,2025-09-11T00:00:00,1.0,,
292,Ziad Saleh,std.ziad292@student.edu.eg,RFID-000292,+201017620167,UNI-2024-0292,4,2,2,ACTIVE,,APPROVED,+201252894071,,,False,,,,,2025-09-22T00:00:00,1.0
293,Mohamed Hamdy,std.mohamed293@student.edu.eg,RFID-000293,+201162113377,UNI-2025-0293,5,3,1,ACTIVE,,APPROVED,+201286778235,,,False,,,,,2025-09-27T00:00:00,1.0
294,Eslam Gamal,std.eslam294@student.edu.eg,RFID-000294,+201258116670,UNI-2024-0294,11,4,2,ACTIVE,,APPROVED,+201098263548,,,False,,,,,2025-09-29T00:00:00,1.0
295,Ibrahim Hamdy,std.ibrahim295@student.edu.eg,RFID-000295,+201234571018,UNI-2025-0295,3,3,2,ACTIVE,,APPROVED,+201221985619,,,False,,,,,2025-09-08T00:00:00,2.0
296,Nour Abdallah,std.nour296@student.edu.eg,RFID-000296,+201172244897,UNI-2020-0296,6,3,2,ACTIVE,,APPROVED,+201095147289,,,False,,,,,2025-09-19T00:00:00,1.0
297,Hossam Tawfik,std.hossam297@student.edu.eg,RFID-000297,+201117256074,UNI-2021-0297,2,4,1,ACTIVE,,APPROVED,+201055992373,,,False,,,,,2025-09-14T00:00:00,2.0
298,Sherif Abdel-Rahman,std.sherif298@student.edu.eg,RFID-000298,+201052065724,UNI-2025-0298,2,4,1,REPEATER,,APPROVED,+201070673557,,,False,,,,,2025-09-09T00:00:00,1.0
299,Amr Morsi,std.amr299@student.edu.eg,RFID-000299,+201027368573,UNI-2024-0299,3,4,2,ACTIVE,,APPROVED,+201267634397,,,False,,,,,2025-09-13T00:00:00,2.0
300,Mona El-Sayed,std.mona300@student.edu.eg,RFID-000300,+201111889398,UNI-2022-0300,1,5,1,ACTIVE,,APPROVED,+201010553491,,,False,,,,,2025-09-21T00:00:00,1.0
301,Fatma Saleh,std.fatma301@student.edu.eg,RFID-000301,+201251086072,UNI-2021-0301,3,1,1,ACTIVE,,APPROVED,+201050024028,,,False,,,,,2025-10-01T00:00:00,2.0
302,Layla Ismail,std.layla302@student.edu.eg,RFID-000302,+201227956913,UNI-2022-0302,9,3,2,ACTIVE,,APPROVED,+201135290114,,,False,,,,,2025-09-06T00:00:00,2.0
303,Eslam Khalil,std.eslam303@student.edu.eg,RFID-000303,+201089147232,UNI-2024-0303,12,2,1,ACTIVE,,APPROVED,+201059203071,,,False,,,,,2025-09-23T00:00:00,1.0
304,Ghada Mansour,std.ghada304@student.edu.eg,RFID-000304,+201098848098,UNI-2020-0304,9,1,1,ACTIVE,,APPROVED,+201025541047,,,False,,,,,2025-09-14T00:00:00,2.0
305,Khaled Gamal,std.khaled305@student.edu.eg,RFID-000305,+201094598956,UNI-2020-0305,5,4,2,ACTIVE,,APPROVED,+201198807116,,,False,,,,,2025-09-04T00:00:00,2.0
306,Eman Mahmoud,std.eman306@student.edu.eg,RFID-000306,+201225802066,UNI-2022-0306,7,1,1,ACTIVE,,APPROVED,+201076805406,,,False,,,,,2025-09-07T00:00:00,1.0
307,Ziad Tawfik,std.ziad307@student.edu.eg,RFID-000307,+201131524980,UNI-2020-0307,4,3,2,ACTIVE,,APPROVED,+201074513622,,,False,,,,,2025-09-11T00:00:00,1.0
308,Ahmed Hassan,std.ahmed308@student.edu.eg,RFID-000308,+201022090691,UNI-2024-0308,2,5,1,REPEATER,,PENDING,+201223594977,,,False,,,,,,
309,Nourhan Khalil,std.nourhan309@student.edu.eg,RFID-000309,+201023396125,UNI-2021-0309,8,3,1,ACTIVE,,APPROVED,+201158347193,,,False,,,,,2025-09-26T00:00:00,2.0
310,Khaled Ali,std.khaled310@student.edu.eg,RFID-000310,+201296865529,UNI-2021-0310,1,1,2,PROBATION,,APPROVED,+201168749047,,,False,,,,,2025-10-01T00:00:00,2.0
311,Youssef Nasser,std.youssef311@student.edu.eg,RFID-000311,+201171275585,UNI-2022-0311,6,2,2,ACTIVE,,APPROVED,+201274188958,,,False,,,,,2025-09-26T00:00:00,2.0
312,Amr Ali,std.amr312@student.edu.eg,RFID-000312,+201023920137,UNI-2023-0312,3,1,2,ACTIVE,,APPROVED,+201268809216,,,False,,,,,2025-09-06T00:00:00,2.0
313,Fatma Ismail,std.fatma313@student.edu.eg,RFID-000313,+201125158211,UNI-2023-0313,1,2,2,ACTIVE,,APPROVED,+201018500820,,,False,,,,,2025-09-09T00:00:00,2.0
314,Layla Morsi,std.layla314@student.edu.eg,RFID-000314,+201255405943,UNI-2024-0314,12,2,1,ACTIVE,,APPROVED,+201198813650,,,False,,,,,2025-09-24T00:00:00,1.0
315,Fatma Osman,std.fatma315@student.edu.eg,RFID-000315,+201217323740,UNI-2020-0315,3,5,1,ACTIVE,,APPROVED,+201272986894,,,False,,,,,2025-09-28T00:00:00,2.0
316,Hassan Hamdy,std.hassan316@student.edu.eg,RFID-000316,+201116757958,UNI-2024-0316,6,2,1,ACTIVE,,PENDING,+201296344588,,,False,,,,,,
317,Dina Khalil,std.dina317@student.edu.eg,RFID-000317,+201270142774,UNI-2020-0317,2,4,2,ACTIVE,,APPROVED,+201152421060,,,False,,,,,2025-09-04T00:00:00,2.0
318,Nourhan El-Sayed,std.nourhan318@student.edu.eg,RFID-000318,+201283698792,UNI-2020-0318,2,4,1,ACTIVE,,APPROVED,+201293089652,,,False,,,,,2025-09-21T00:00:00,2.0
319,Heba Mohamed,std.heba319@student.edu.eg,RFID-000319,+201117284695,UNI-2021-0319,11,4,2,ACTIVE,,APPROVED,+201185182173,,,False,,,,,2025-09-25T00:00:00,2.0
320,Sara Shaker,std.sara320@student.edu.eg,RFID-000320,+201010294869,UNI-2022-0320,2,1,2,ACTIVE,,APPROVED,+201249189370,,,False,,,,,2025-09-18T00:00:00,2.0
321,Ibrahim Ibrahim,std.ibrahim321@student.edu.eg,RFID-000321,+201264923338,UNI-2020-0321,3,4,2,ACTIVE,,APPROVED,+201236296134,,,False,,,,,2025-09-07T00:00:00,1.0
322,Karim Shaker,std.karim322@student.edu.eg,RFID-000322,+201116241172,UNI-2025-0322,4,6,1,ACTIVE,,APPROVED,+201171389561,,,False,,,,,2025-09-22T00:00:00,1.0
323,Ahmed Tawfik,std.ahmed323@student.edu.eg,RFID-000323,+201188533572,UNI-2023-0323,12,1,1,ACTIVE,,PENDING,+201287652255,,,False,,,,,,
324,Mahmoud Ali,std.mahmoud324@student.edu.eg,RFID-000324,+201166192230,UNI-2024-0324,7,3,1,ACTIVE,,APPROVED,+201163401206,,,False,,,,,2025-10-01T00:00:00,2.0
325,Yasmin Mahmoud,std.yasmin325@student.edu.eg,RFID-000325,+201278759020,UNI-2022-0325,3,4,2,PROBATION,,APPROVED,+201284300459,,,False,,,,,2025-09-21T00:00:00,1.0
326,Karim Ismail,std.karim326@student.edu.eg,RFID-000326,+201227806897,UNI-2025-0326,12,3,1,ACTIVE,,APPROVED,+201282811973,,,False,,,,,2025-09-23T00:00:00,2.0
327,Khaled Nasser,std.khaled327@student.edu.eg,RFID-000327,+201266032939,UNI-2025-0327,9,4,2,ACTIVE,,APPROVED,+201111714029,,,False,,,,,2025-09-17T00:00:00,1.0
328,Mona Mahmoud,std.mona328@student.edu.eg,RFID-000328,+201048468887,UNI-2025-0328,1,1,2,ACTIVE,,APPROVED,+201018325904,,,False,,,,,2025-09-23T00:00:00,2.0
329,Amira Ibrahim,std.amira329@student.edu.eg,RFID-000329,+201285414925,UNI-2021-0329,6,4,2,ACTIVE,,APPROVED,+201078574830,,,False,,,,,2025-09-26T00:00:00,2.0
330,Ali Osman,std.ali330@student.edu.eg,RFID-000330,+201251963706,UNI-2024-0330,7,4,1,ACTIVE,,APPROVED,+201043734435,,,False,,,,,2025-09-07T00:00:00,2.0
331,Eslam Nasser,std.eslam331@student.edu.eg,RFID-000331,+201049483865,UNI-2023-0331,10,2,1,ACTIVE,,REJECTED,+201219995059,,,False,,Incomplete documents,2025-09-06T00:00:00,1.0,,
332,Noura Ali,std.noura332@student.edu.eg,RFID-000332,+201245465638,UNI-2021-0332,7,1,1,ACTIVE,,APPROVED,+201244227688,,,False,,,,,2025-09-01T00:00:00,2.0
333,Mostafa Ibrahim,std.mostafa333@student.edu.eg,RFID-000333,+201292625597,UNI-2025-0333,3,3,2,ACTIVE,,APPROVED,+201186863404,,,False,,,,,2025-09-18T00:00:00,2.0
334,Sherif Tawfik,std.sherif334@student.edu.eg,RFID-000334,+201231390345,UNI-2023-0334,4,2,2,ACTIVE,,APPROVED,+201056896070,,,False,,,,,2025-09-08T00:00:00,1.0
335,Wael Farouk,std.wael335@student.edu.eg,RFID-000335,+201281202356,UNI-2023-0335,6,3,1,ACTIVE,,APPROVED,+201099783401,,,False,,,,,2025-09-12T00:00:00,2.0
336,Nourhan Ismail,std.nourhan336@student.edu.eg,RFID-000336,+201253075436,UNI-2023-0336,10,2,1,ACTIVE,,PENDING,+201144439001,,,False,,,,,,
337,Bassem El-Sayed,std.bassem337@student.edu.eg,RFID-000337,+201269801634,UNI-2023-0337,9,3,1,ACTIVE,,APPROVED,+201197446634,,,False,,,,,2025-09-07T00:00:00,2.0
338,Youssef Ali,std.youssef338@student.edu.eg,RFID-000338,+201218787479,UNI-2021-0338,3,5,1,ACTIVE,,REJECTED,+201266936428,,,False,,Incomplete documents,2025-09-27T00:00:00,1.0,,
339,Karim Gamal,std.karim339@student.edu.eg,RFID-000339,+201030636590,UNI-2020-0339,12,4,2,ACTIVE,,APPROVED,+201254522084,,,False,,,,,2025-09-02T00:00:00,1.0
340,Ali Abdel-Rahman,std.ali340@student.edu.eg,RFID-000340,+201044715141,UNI-2023-0340,5,5,2,GRADUATED,,APPROVED,+201194586329,,,False,,,,,2025-09-13T00:00:00,2.0
341,Mohamed Osman,std.mohamed341@student.edu.eg,RFID-000341,+201292993446,UNI-2020-0341,11,1,1,PROBATION,,APPROVED,+201219742790,,,False,,,,,2025-09-12T00:00:00,1.0
342,Nour Ismail,std.nour342@student.edu.eg,RFID-000342,+201161192463,UNI-2023-0342,2,3,1,ACTIVE,,APPROVED,+201130981381,,,False,,,,,2025-09-18T00:00:00,1.0
343,Dina Gamal,std.dina343@student.edu.eg,RFID-000343,+201296965116,UNI-2022-0343,5,6,1,DISMISSED,,APPROVED,+201284500200,,,False,,,,,2025-09-05T00:00:00,1.0
344,Ahmed Morsi,std.ahmed344@student.edu.eg,RFID-000344,+201050894954,UNI-2021-0344,10,4,2,ACTIVE,,APPROVED,+201065385548,,,False,,,,,2025-09-29T00:00:00,1.0
345,Tarek Khalil,std.tarek345@student.edu.eg,RFID-000345,+201086140729,UNI-2020-0345,10,3,2,PROBATION,,APPROVED,+201283774735,,,False,,,,,2025-09-03T00:00:00,2.0
346,Hassan Mansour,std.hassan346@student.edu.eg,RFID-000346,+201154406060,UNI-2022-0346,2,2,1,ACTIVE,,APPROVED,+201297976094,,,False,,,,,2025-09-08T00:00:00,1.0
347,Nahla Hassan,std.nahla347@student.edu.eg,RFID-000347,+201192724080,UNI-2025-0347,4,3,2,ACTIVE,,APPROVED,+201288405961,,,False,,,,,2025-09-05T00:00:00,2.0
348,Sherif Abdallah,std.sherif348@student.edu.eg,RFID-000348,+201096011893,UNI-2023-0348,3,1,2,ACTIVE,,APPROVED,+201128026223,,,False,,,,,2025-09-22T00:00:00,2.0
349,Mariam Shaker,std.mariam349@student.edu.eg,RFID-000349,+201033591471,UNI-2025-0349,6,3,1,ACTIVE,,APPROVED,+201128790705,,,False,,,,,2025-09-29T00:00:00,1.0
350,Ghada Hassan,std.ghada350@student.edu.eg,RFID-000350,+201294775473,UNI-2020-0350,12,1,2,ACTIVE,,APPROVED,+201238556255,,,False,,,,,2025-09-30T00:00:00,1.0
351,Ziad Gamal,std.ziad351@student.edu.eg,RFID-000351,+201059099345,UNI-2023-0351,9,4,1,ACTIVE,,APPROVED,+201249057246,,,False,,,,,2025-09-05T00:00:00,2.0
352,Noura Hassan,std.noura352@student.edu.eg,RFID-000352,+201242062038,UNI-2024-0352,7,3,1,ACTIVE,,APPROVED,+201228840235,,,False,,,,,2025-09-15T00:00:00,1.0
353,Sahar Morsi,std.sahar353@student.edu.eg,RFID-000353,+201158156722,UNI-2020-0353,11,2,1,ACTIVE,,REJECTED,+201141104946,,,False,,Incomplete documents,2025-09-03T00:00:00,1.0,,
354,Sara Khalil,std.sara354@student.edu.eg,RFID-000354,+201162088975,UNI-2023-0354,1,2,2,ACTIVE,,APPROVED,+201015355917,,,False,,,,,2025-09-21T00:00:00,2.0
355,Layla Mansour,std.layla355@student.edu.eg,RFID-000355,+201233333727,UNI-2023-0355,12,3,2,ACTIVE,,APPROVED,+201188876916,,,False,,,,,2025-09-21T00:00:00,1.0
356,Ziad Osman,std.ziad356@student.edu.eg,RFID-000356,+201175345452,UNI-2023-0356,4,5,1,PROBATION,,APPROVED,+201228652010,,,False,,,,,2025-09-15T00:00:00,1.0
357,Hassan Tawfik,std.hassan357@student.edu.eg,RFID-000357,+201031120146,UNI-2022-0357,11,3,1,ACTIVE,,APPROVED,+201240916561,,,False,,,,,2025-09-14T00:00:00,2.0
358,Khaled Hamdy,std.khaled358@student.edu.eg,RFID-000358,+201231642106,UNI-2025-0358,11,4,2,ACTIVE,,PENDING,+201042704875,,,False,,,,,,
359,Mahmoud Morsi,std.mahmoud359@student.edu.eg,RFID-000359,+201215260108,UNI-2024-0359,10,2,1,REPEATER,,REJECTED,+201032325960,,,False,,Incomplete documents,2025-09-09T00:00:00,1.0,,
360,Layla Osman,std.layla360@student.edu.eg,RFID-000360,+201298817918,UNI-2022-0360,10,1,1,ACTIVE,,APPROVED,+201070291054,,,False,,,,,2025-09-20T00:00:00,2.0
361,Amr Khalil,std.amr361@student.edu.eg,RFID-000361,+201093646063,UNI-2025-0361,7,2,2,GRADUATED,,APPROVED,+201055992559,,,False,,,,,2025-09-30T00:00:00,2.0
362,Nesma Hassan,std.nesma362@student.edu.eg,RFID-000362,+201012222998,UNI-2021-0362,4,4,2,ACTIVE,,APPROVED,+201091270313,,,False,,,,,2025-09-04T00:00:00,1.0
363,Nahla Ismail,std.nahla363@student.edu.eg,RFID-000363,+201022507745,UNI-2023-0363,1,5,1,ACTIVE,,APPROVED,+201282381739,,,False,,,,,2025-09-27T00:00:00,1.0
364,Nourhan Abdallah,std.nourhan364@student.edu.eg,RFID-000364,+201081110769,UNI-2023-0364,9,4,1,ACTIVE,,APPROVED,+201161168696,,,False,,,,,2025-09-12T00:00:00,1.0
365,Mahmoud Mansour,std.mahmoud365@student.edu.eg,RFID-000365,+201048019408,UNI-2024-0365,8,2,2,ACTIVE,,APPROVED,+201135369971,,,False,,,,,2025-09-01T00:00:00,1.0
366,Layla Ali,std.layla366@student.edu.eg,RFID-000366,+201052399610,UNI-2023-0366,9,1,2,ACTIVE,,APPROVED,+201030774029,,,False,,,,,2025-09-14T00:00:00,2.0
367,Amira Abdallah,std.amira367@student.edu.eg,RFID-000367,+201263345392,UNI-2021-0367,10,3,2,ACTIVE,,APPROVED,+201284834795,,,False,,,,,2025-09-16T00:00:00,1.0
368,Heba Gamal,std.heba368@student.edu.eg,RFID-000368,+201256218720,UNI-2025-0368,8,3,2,ACTIVE,,APPROVED,+201228531242,,,False,,,,,2025-09-28T00:00:00,1.0
369,Eslam Shaker,std.eslam369@student.edu.eg,RFID-000369,+201263762374,UNI-2022-0369,12,2,1,ACTIVE,,APPROVED,+201062224611,,,False,,,,,2025-10-01T00:00:00,1.0
370,Youssef Mahmoud,std.youssef370@student.edu.eg,RFID-000370,+201139765498,UNI-2022-0370,8,4,1,ACTIVE,,APPROVED,+201215067435,,,False,,,,,2025-09-24T00:00:00,2.0
371,Nahla Tawfik,std.nahla371@student.edu.eg,RFID-000371,+201033524492,UNI-2025-0371,5,6,2,ACTIVE,,APPROVED,+201111437525,,,False,,,,,2025-09-07T00:00:00,2.0
372,Omar Ismail,std.omar372@student.edu.eg,RFID-000372,+201214840043,UNI-2022-0372,9,2,1,ACTIVE,,APPROVED,+201210038556,,,False,,,,,2025-09-06T00:00:00,1.0
373,Dina Nasser,std.dina373@student.edu.eg,RFID-000373,+201079490249,UNI-2020-0373,11,4,1,ACTIVE,,PENDING,+201083765077,,,False,,,,,,
374,Heba Morsi,std.heba374@student.edu.eg,RFID-000374,+201140372869,UNI-2024-0374,6,3,1,ACTIVE,,APPROVED,+201164218119,,,False,,,,,2025-09-19T00:00:00,1.0
375,Tarek Abdallah,std.tarek375@student.edu.eg,RFID-000375,+201249493811,UNI-2022-0375,9,1,1,DISMISSED,,APPROVED,+201244587020,,,False,,,,,2025-09-29T00:00:00,2.0
376,Yasmin Osman,std.yasmin376@student.edu.eg,RFID-000376,+201171585593,UNI-2025-0376,10,4,2,ACTIVE,,PENDING,+201213670948,,,False,,,,,,
377,Khaled Mansour,std.khaled377@student.edu.eg,RFID-000377,+201040860700,UNI-2022-0377,2,4,2,ACTIVE,,APPROVED,+201179324022,,,False,,,,,2025-09-18T00:00:00,1.0
378,Ziad Khalil,std.ziad378@student.edu.eg,RFID-000378,+201255901507,UNI-2020-0378,5,1,1,ACTIVE,,APPROVED,+201152127291,,,False,,,,,2025-09-12T00:00:00,1.0
379,Ayman Abdel-Rahman,std.ayman379@student.edu.eg,RFID-000379,+201041522559,UNI-2025-0379,12,2,1,ACTIVE,,APPROVED,+201137753358,,,False,,,,,2025-09-08T00:00:00,1.0
380,Nahla Nasser,std.nahla380@student.edu.eg,RFID-000380,+201099043272,UNI-2023-0380,3,1,1,REPEATER,,APPROVED,+201215672460,,,False,,,,,2025-09-28T00:00:00,2.0
381,Nahla Farouk,std.nahla381@student.edu.eg,RFID-000381,+201247616749,UNI-2023-0381,8,3,1,ACTIVE,,APPROVED,+201227212880,,,False,,,,,2025-09-02T00:00:00,2.0
382,Amira Ibrahim,std.amira382@student.edu.eg,RFID-000382,+201233461307,UNI-2023-0382,9,3,1,ACTIVE,,APPROVED,+201279552316,,,False,,,,,2025-09-15T00:00:00,2.0
383,Ahmed El-Sayed,std.ahmed383@student.edu.eg,RFID-000383,+201053679307,UNI-2022-0383,11,2,2,ACTIVE,,APPROVED,+201083626933,,,False,,,,,2025-09-09T00:00:00,1.0
384,Aya Ismail,std.aya384@student.edu.eg,RFID-000384,+201138257191,UNI-2023-0384,6,3,2,PROBATION,,APPROVED,+201163766628,,,False,,,,,2025-09-09T00:00:00,2.0
385,Sahar Mahmoud,std.sahar385@student.edu.eg,RFID-000385,+201246231955,UNI-2021-0385,10,2,2,ACTIVE,,APPROVED,+201136315159,,,False,,,,,2025-09-05T00:00:00,1.0
386,Ahmed Abdel-Rahman,std.ahmed386@student.edu.eg,RFID-000386,+201279391501,UNI-2024-0386,7,4,2,ACTIVE,,APPROVED,+201150269906,,,False,,,,,2025-09-09T00:00:00,1.0
387,Ibrahim Abdel-Rahman,std.ibrahim387@student.edu.eg,RFID-000387,+201194538675,UNI-2020-0387,1,2,2,ACTIVE,,APPROVED,+201254916840,,,False,,,,,2025-09-09T00:00:00,2.0
388,Heba Gamal,std.heba388@student.edu.eg,RFID-000388,+201057122567,UNI-2025-0388,5,3,1,PROBATION,,APPROVED,+201287295245,,,True,Academic misconduct,,,,2025-09-21T00:00:00,1.0
389,Bassem Nasser,std.bassem389@student.edu.eg,RFID-000389,+201269985944,UNI-2020-0389,6,6,2,ACTIVE,,APPROVED,+201248456543,,,False,,,,,2025-09-15T00:00:00,1.0
390,Ghada Farouk,std.ghada390@student.edu.eg,RFID-000390,+201020618223,UNI-2021-0390,7,4,2,ACTIVE,,APPROVED,+201052074850,,,False,,,,,2025-09-11T00:00:00,2.0
391,Ayman Ismail,std.ayman391@student.edu.eg,RFID-000391,+201158743159,UNI-2025-0391,11,4,2,ACTIVE,,APPROVED,+201132457056,,,False,,,,,2025-09-06T00:00:00,1.0
392,Seif Mansour,std.seif392@student.edu.eg,RFID-000392,+201123825676,UNI-2020-0392,12,1,1,ACTIVE,,APPROVED,+201183609531,,,False,,,,,2025-09-02T00:00:00,1.0
393,Dina Tawfik,std.dina393@student.edu.eg,RFID-000393,+201021316066,UNI-2025-0393,2,1,2,ACTIVE,,PENDING,+201140783635,,,False,,,,,,
394,Bassem Shaker,std.bassem394@student.edu.eg,RFID-000394,+201013834774,UNI-2020-0394,11,2,2,ACTIVE,,APPROVED,+201173908407,,,False,,,,,2025-09-15T00:00:00,2.0
395,Yasmin Mahmoud,std.yasmin395@student.edu.eg,RFID-000395,+201194697764,UNI-2025-0395,12,2,2,ACTIVE,,PENDING,+201295870691,,,False,,,,,,
396,Amira Saleh,std.amira396@student.edu.eg,RFID-000396,+201069305486,UNI-2022-0396,6,4,2,ACTIVE,,APPROVED,+201144870711,,,False,,,,,2025-09-05T00:00:00,2.0
397,Ahmed Tawfik,std.ahmed397@student.edu.eg,RFID-000397,+201211116303,UNI-2025-0397,3,3,2,ACTIVE,,APPROVED,+201150213043,,,False,,,,,2025-09-01T00:00:00,2.0
398,Bassem Ismail,std.bassem398@student.edu.eg,RFID-000398,+201065262252,UNI-2024-0398,4,1,2,ACTIVE,,APPROVED,+201143540489,,,False,,,,,2025-09-06T00:00:00,2.0
399,Mona Khalil,std.mona399@student.edu.eg,RFID-000399,+201079338228,UNI-2024-0399,5,1,2,GRADUATED,,APPROVED,+201197034430,,,False,,,,,2025-09-24T00:00:00,2.0
400,Hossam Hassan,std.hossam400@student.edu.eg,RFID-000400,+201271115104,UNI-2024-0400,3,2,2,ACTIVE,,PENDING,+201193584597,,,False,,,,,,
